,Name,Link,Lyrics
150,Happy Birthday Mr. President,https://www.vagalume.com.br/lana-del-rey/happy-birthday-mr-president.html,"Happy Birthday to you, Happy Birthday to you, Happy Birthday Mr. President, Happy Birthday to you. Thank's Mr. President For all the things you've done The battles you've won The way you deal with US Steel And our problems by the ton, We thank you, so much. Everybody, Happy Birthday!</div>"
151,Heart Shaped Box,https://www.vagalume.com.br/lana-del-rey/heart-shaped-box.html,"She eyes me like a pisces when I am weak I've been locked inside your heart-shaped box For weeks I've been drawn into your magnet tar pit trap I wish I could leach your cancer when you turn black Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Your advice Meat eating orchids forgive no-one just yet Cut myself on angel hair and baby's breath Broken hymen of your highness I'm left black Throw down your umbilical noose so I can climb right back Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Your advice She eyes me like a pisces when, I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could leach your cancer when you turn black Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Hey, wait, I've got a new complain Forever in debt to your priceless advice Your advice</div>"
152,Heartshaped Chevrolet,https://www.vagalume.com.br/lana-del-rey/heartshaped-chevrolet.html,"You're bigger than elvis and cooler than b. I. G You're smashing my dishes, you're billy the kid You're very american, sugar Marry me, dick, I love you We're on the road to the jersey shore One stop and then we'll stop no more Pulling over at the 7 11 and you buy Me pie because I'm sweeter than heaven You say you love everything I am Love my lips and my golden tan You love my heartshaped sunglasses Love my heartshaped sunglasses Love my heartshaped sunglasses Spin me around, kiss me in your chevrolet Top down, heaven like crazy You let me drive, I'll let you go all the way I'll never ever, ever, ever let you get away, away</div>"
153,Heavy Hitter,https://www.vagalume.com.br/lana-del-rey/heavy-hitter.html,"I was lounging at the Chateau Marmont Glimmering by the swimming pool My man walked in like a slow motion movie I said ""You're so cool"" I heard a man screaming Lights, camera, action I c-c-can't remember what happened I overdose, You throw me over your shoulder I was dying, you were screaming Open up that Lambourghini Open up your butterfly doors Heavy Hitter Open up your butterfly doors What do you say? Open up your butterfly doors Heavy Hitter Let's ch-ch-change a Dna Let's change our Dna You're the king, my fear baby I am the Queen of Alchemy I know a way to make gold by mixing our souls to escape reality Queen in Monterey Run to that ocean I got that magical ? potion, Gotta leave I can't wait 'til I'm older You was laughing, I was running, Use that remote to open up... Open up your butterfly doors Heavy Hitter Open up your butterfly doors What do you say? Open up your butterfly doors Heavy Hitter Let's ch-ch-change our Dna Let's change our Dna You can be my higher power baby I can be your endless Usa We can go for drives for hours baby Let's change our Dna Let's change our Dna Let's change... Open up your butterfly doors Heavy Hitter Open up your butterfly doors What do you say? Open up your butterfly doors Heavy Hitter Let's ch-ch-change our Dna Let's change our Dna Heavy Hitter!</div>"
154,Heroin,https://www.vagalume.com.br/lana-del-rey/heroin.html,"Topanga is hot tonight The city by the bay Has movie stars and liquor stores And soft decay The rumbling from distant shores Sends me to sleep But the facts of life Can sometimes make it hard to dream Life rocked me like Mötley Grab me by the ribbons in my hair Life rocked me, ultra-softly Like the heavy metal that you wear I'm flying to the moon again Dreaming about heroin Probably gave you everything And took your life away I put you on an aeroplane Destined for a foreign land My hopes that you come back again To tell me everything's Okay (Eh, eh, babe, yeah) Topanga is hot today Manson's in the air And all my friends have come 'Cause they still feel him here I want to leave I'll probably stay another year It's hard to live When absolutely nothing's clear Life rocked me like Mötley Bad beginning to my new year Life rocked me, ultra-softly Like the heavy metal that you hear I'm flying to the moon again Dreaming about heroin And how I gave you everything And took your life away I put you on an aeroplane Destined for a foreign land I thought that you'd come back again To tell me everything's Okay (Eh, eh, babe, yeah) It's fucking hot, hot Winter in the city Something 'bout this weather Made these kids go crazy It's hot, even for February Something 'bout this sun Has made these kids get scary Oh, writing in blood on my walls And shit like (Oh, oh, my God) Tripping off from the walls into the darks And shit (Oh, hoh, hoh, hoh) I'll be lying if I said I wasn't sick of it Lead me, baby Come on, come on Come on, come on I'm flying to the moon again Dreaming about marzipan Taking all my medicine To take my thoughts away I'm getting on that aeroplane Leaving my old man again I hope that I'd come back one day To tell you that I really changed, Baby It's hot, hot Something 'bout the city Don't know what he is And make my head get crazy (Oh, oh, oh) Makes me feel like I can change (Oh, hoh, hoh, hoh) All of my evil ways and shit (Hmm, hmm, oh, oh, oh I'd be lying if I said I wasn't sick of it</div>"
155,Hey You,https://www.vagalume.com.br/lana-del-rey/hey-you.html,"Do, do Ah, ah I said Hey you, what you doing? I think you could probably be my baby, baby Hey you, what you doing? I think you could probably be my baby, baby I know that it's wrong But no one can save me He's walked with the past Life of the fast Girls in the fast lane His knuckles are brass A heart like a horse Love of the games, gold in his veins Met him at the club Singing my songs He says: Are you famous? I was once A b-movie movie actress Has been, that never was He knows that it's love He saw me on stage Pointed my way The look of desire, all on his face I gave him the eye And took my place I could tell he'll be mine by daytime Hey you, what you doing? I think you could probably be my baby, baby I can't stop myself 'cause I like them crazy Hey you, what you doing? I think you could probably be my baby, baby I know that it's wrong But no one can save me He's a man with a cast The cane in the glass Rim full of champagne, looking for class A mind like a steel cage Soul full of rage Tactical nature, so they call him insane Met him at club And from that night on He called me his princess, right on! I'm his little ex-beauty queen Never going back to where I've been Hey you, what you doing? I think you could probably be my baby, baby I can't stop myself 'cause I like them crazy Hey you, what you doing? I think you could probably be my baby, baby I know that it's wrong But no one can save me No one can save me Oh, do, do, woah When did I ever fear What they said about our love, my baby My baby, blue-oh Yo, our friends think it's sad Living so bad I'm always crying He's always mad Our life is a mess, always a shame What did they see in each other? they say I met him at the club And from that night on Called me his princess, right on! I'm his little ex-beauty queen Never going back to where I've been Hey you, what you doing? I think you could probably be my baby, baby I can't stop myself 'cause I like them crazy Hey you, what you doing? I think you could probably be my baby, baby I know that it's wrong But no one can save me Hey you, what you doing? I think you could probably be my baby, baby I can't stop myself 'cause I like them crazy Hey you, what you doing? I think you could probably be my baby, baby I know that it's wrong But no one can save me No one can save me No one can save me</div>"
156,High By The Beach,https://www.vagalume.com.br/lana-del-rey/high-by-the-beach.html,"Boy, look at you looking at me I know you know how I feel Loving you is hard, being here is harder You take the wheel I don't wanna do this anymore, it's so surreal I can't survive if this is all that's real All I wanna do is get high by the beach Get high by the beach, get high All I wanna do is get by by the beach Get by baby, baby, bye bye The truth is I never bought into your bullshit When you would pay tribute to me Cause I know that All I wanted to do was get high by the beach Get high baby, baby, bye bye Boy, look at you looking at me I know you don't understand You could be a bad motherfucker But that don't make you a man Now you're just another one of my problems Because you got out of hand We won't survive, we're sinking into the sand All I wanna do is get high by the beach Get high by the beach, get high All I wanna do is get by by the beach Get by baby, baby, bye bye The truth is I never bought into your bullshit When you would pay tribute to me Cause I know that All I wanted to do was get high by the beach Get high baby, baby, bye bye Lights, camera, acción I'll do it on my own Don't need your money, money To get me what I want Lights, camera, acción I'll do it on my own Don't need your money, money To get me what I want All I wanna do is get high by the beach Get high by the beach, get high All I wanna do is get by by the beach Get by baby, baby, bye bye The truth is I never bought into your bullshit When you would pay tribute to me Cause I know that All I wanted to do was get high by the beach Get high baby, baby, bye bye High-igh-igh-igh-igh-igh-igh-igh-igh High-igh-igh-igh-igh-igh High-igh-igh-igh-igh-igh-igh High-igh-igh-igh-igh-igh-igh-igh Anyone can start again Not through love but through revenge Through the fire, we're born again Peace by vengeance Brings the end</div>"
157,Hit & Run									,https://www.vagalume.com.br/lana-del-rey/hit-run.html,"La la la la la ha ha ha ah ah ah la la ha ha ha Hollywood &amp; New York, Mister Major Then there's me, little queen of the stage, yeah He's a God, one the stars, called creator Hail the king of the industry players Take off your business suit, sittin' in your lap for my interview Hit &amp; run, let's hit &amp; run Hit &amp; run the world Hit &amp; run, baby, hit &amp; run hit &amp; run the world La la la la la ah ah ah ah ah ah la la ah ah ah Pick me up in your white Lamborghini, London town, you'll watch out while I'm singing Glamourize on the stage, boy believe me, keep your girl back, no competing Eyeing you from across the room, watching me, wa-watching you Hit &amp; run, let's hit &amp; run Hit &amp; run the world Hit &amp; run, baby, hit &amp; run hit &amp; run the world You &amp; me, on a spree, takin' over, L. Del Rey, hey! Wanna be your soldier Hit &amp; run, baby, hit &amp; run hit &amp; run the world You know this world is mean, nothing's for free, it's money and technology, together we'd be deadly You know this world is mean, nothing's for free, it's money and technology, together we'd be deadly Hit &amp; run, let's hit &amp; run Hit &amp; run the world Hit &amp; run, baby, hit &amp; run hit &amp; run the world You &amp; me, on a spree, takin' over, L.A., yay! Wanna be a soldier Hit &amp; run, baby, hit &amp; run hit &amp; run the world</div>"
158,Hollywood,https://www.vagalume.com.br/lana-del-rey/hollywood.html,"One day my hopes will be made of diamonds And my knuckles made of real gold I'll spend my days getting high with all my friends In the glamorous and green old part of Hollywood Summer rise, I'm a supernova Body electric and I dance like Morrison When the night begins Baby comes alive again In Hollywood In Hollywood In Hollywood In Hollywood I'm alive again I'm alive again One day I?ll drive in a gold Mercedes Benz Singing opera on Bolero Hair to my ass will be flying in the wind Shootin? heroine and speedballs See the sea, I?m a supernova I walk on water and I dance like Joplin When the sun descends, I dive into the waves again In Hollywood In Hollywood In Hollywood In Hollywood I'm alive again I'm alive again Oh, c-can you see me? Woah, my heart beating fast I can feel it chasing in the speedlights I was built to last Woah, c-can you feel that? Ah, my heart's shakin fast I can feel that you?re the one for me You'll be my first and you'll be my last In Hollywood In Hollywood In Hollywood In Hollywood I'm alive again I'm alive again I'm alive again I'm alive again</div>"
159,Hollywood's Dead,https://www.vagalume.com.br/lana-del-rey/hollywoods-dead.html,"Our kind of love It was once in a lifetime It couldn't last It was doomed from the first time And you Were '50s cool in blue suede shoes But it was a cover for all of the trouble You got into I always fall for the wrong guy Things that are bad always taste nice That's what girls like me do Lose you Don't tell me it's over Don't tell me it's over Hollywood's dead Elvis is crying Vicious in flames Roland is dying And in the light, you're sickeningly beautiful Say goodbye, you're sickeningly beautiful This kind of life Wasn't meant for the good girl Try as I might In the end, it's a cruel world And you Are living proof Sinatra aloof But you were an actor who only went after The ones who swooned I always fall for the same type Gangsters in Vegas on game night That's what girls like me like, the limelight Don't tell me it's over Don't tell me it's over Hollywood's dead Elvis is crying Marilyn's sad Hendrix is lying there In the light, you're sickeningly beautiful Say goodbye, you're sickeningly beautiful If you should go before me, then know That I always loved you There's no one above you, babe Don't tell me it's over Don't tell me it's over Hollywood's dead Elvis is crying Lennon, wake up Cobain, stop lying there In the light, you're sickeningly beautiful Say goodbye, you're sickeningly beautiful Say goodnight, you're so Hollywood's dead Hollywood's dead Hollywood's dead, yeah Hollywood's dead Hollywood's dead Hollywood's dead, yeah Cut</div>"
160,Honeymoon,https://www.vagalume.com.br/lana-del-rey/honeymoon.html,"We both know that it's not fashionable to love me But you don't go cause truly There's nobody for you but me We could cruise to the blues Wilshire Boulevard if we choose Or whatever you want to do We make the rules Our Honeymoon Our Honeymoon Our Honeymoon Say you want me too Say you want me too Dark blue Dark blue We both know the history Of violence that surrounds you But I'm not scared, there's nothing to lose Now that I've found you We could cruise to the news- Pico boulevard In your used little bullet car if we choose Mr. Born to lose Our Honeymoon Our Honeymoon Our Honeymoon Say you want me too Say you want me too Dark blue Dark blue There are violets in your eyes There are guns that blaze around you There are roses in between my thighs And fire that surrounds you It's no wonder every man in town Had neither fought nor found you Everything you do is elusive too Even your honey dew Our Honeymoon Our Honeymoon Our Honeymoon Dreaming away your life Dreaming away your life Dreaming away your life Dreaming away your life Dreaming away your life Dreaming away your life</div>"
161,Hope is a dangerous thing for a woman like me to have - but I have it,https://www.vagalume.com.br/lana-del-rey/hope-is-a-dangerous-thing-for-a-woman-like-me-to-have-but-i-have-it.html,"I was reading Slim Aarons and I got to thinking that I thought Maybe if I'd get less stressed if I was tested less like All of these debutantes Smiling for miles in pink dresses and high heels on white yachts But I'm not, baby, I'm not No, I'm not that, I'm not I've been tearing around in my fucking nightgown 24 7 Sylvia Plath Writing in blood on my walls 'Cause the ink in my pen don't work in my notepad Don't ask if I'm happy, you know that I'm not But at best I can say I'm not sad 'Cause hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have I had fifteen-year dances Church basement romances, yeah, I've got Spilling my guts with the Bowery Bums Is the only love I've ever known Except for the stage which I also call home, when I'm not Servin' up God in a burnt coffee pot for the triad Hello, it's the most famous woman you know on the ipad Calling from beyond the grave I just wanna say, ""Hi, Dad"" I've been tearing up town in my fucking white gown Like a goddamn near sociopath Shaking my ass is the only thing that's Got this black narcissist off my back She couldn't care less And I never cared more So there's no more to say about that Except hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman with my past There's a new revolution A loud evolution that I saw Born of confusion and quiet collusion Of which mostly I've known A modern day woman with a weak constitution 'Cause I've got Monsters still under my bed That I could never fight off A gatekeeper carelessly dropping the keys on my nights off I've been tearing around in my fucking nightgown 24 7 Sylvia Plath Writing in blood on your walls 'Cause the ink in my pen don't look good in my pad They write that I'm happy, they know that I'm not But at best, you can see I'm not sad But hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have Hope is a dangerous thing for a woman like me to have But I have it Yeah, I have it Yeah, I have it I have</div>"
162,How do You Know Me So Well?,https://www.vagalume.com.br/lana-del-rey/how-do-you-know-me-so-well.html,"What an unusual name you said What a spectacular redhead You really seem like a prize to me And you are so mysterious when are not delirious Oh what you mean to me And she said How do you know me so well? After only one night How do I love you? Tell me With all of my might I'm indebted to you I'm indebted to you Always There's something she doesn't know about A secret he doesn't show about A sensitive side of his own On my She got her skeletons as well Some secrets he knows she'll never tell People who keep her alone And she said How did I know you so well? Why am I not surprised? He said baby go to hell and That was the demise of their love Don't ever pick up a man If you don't think he'll understand Don't ever trust yourself if you Have a history of being a loving fool So, that's what she got when she married him A left on promise to carry in Him and his every second of need I do not know you so well Not more than that one night Do you still love me? Oh tell me With all of your might I'm indebted to you I'm indebted to you My love</div>"
163,How To Disappear,https://www.vagalume.com.br/lana-del-rey/how-to-disappear.html,"John met me down on the boulevard Cried on his shoulder 'cause life is hard The waves came in over my head What you been up to, my baby? Haven't seen you 'round here lately All of the guys tell me lies, but you don't You just crack another beer And pretend that you're still here This is how to disappear This is how to disappear Joe met me down at the training yard Cuts on his face 'cause he fought too hard I know he's in over his head But I love that man like nobody can He moves mountains and pounds them to ground again I watched the guys getting high as they fight For the things that they hold dear To forget the things they fear This is how to disappear This is how to disappear Now it's been years since I left New York I've got a kid and two cats in the yard The California sun and the movie stars I watch the skies getting light as I write As I think about those years As I whisper in your ear I'm always going to be right here No one's going anywhere</div>"
164,Hundred Dollar Bill,https://www.vagalume.com.br/lana-del-rey/hundred-dollar-bill.html,"Jimmy pulls up in his blue chevy nova I have been dying for him to come over I'm in my party dress He says: you're such a mess I am the new jersey dance queen He is a gangster at saint king He knows that I've be selling my body Humming the best 'cause he knows what's up He knows it's a big bad world He's knows that I'm a good girl He understands of sale of silk 'cause cash comes quicker when looks can kill A hundred dollar bill (2x) Nothing more gorgeous than a hundred dollar bill (2x) Yeya Twenty of them wrapped up tight in silk J. is a romantic roller coaster He don't anything he supposed to I like them tough and mean And jim is the worst that I've ever seen I am a trailer park darling He is the one-time come-back king He knows that I be Looking to die He says baby pray Respect to the high He knows it's a big bad world He's knows that I'm a good girl He understands of sale of silk 'cause cash comes quicker when looks can kill A hundred dollar bill (2x) Nothing more gorgeous than a hundred dollar bill (2x) Yeya Twenty of them wrapped up tight in silk I like your ultraviolent swing I like it when you treat me mean You turn my mood from back to blue, woo (2x) Twenty of them wrapped up tight in .... A hundred dollar bill (2x) Nothing more gorgeous than a hundred dollar bill (2x) Yeya Twenty of them wrapped up tight in silk I need you, jim I need your love and...oh,yeah...</div>"
165,I Can Fly,https://www.vagalume.com.br/lana-del-rey/i-can-fly.html,"I can fly You had me caged up Like a bird in mid-summer You saw me waiting, I was crazy On fire, waiting to fly I can fly I had bright wishes in the summer I was bathing in sunlight Painting in the garden like a ghost in mid-july Running fast from something with my eyes wide Like saucers spinning in the sun I had a dream that I was fine I wasn't crazy, I was divine I can fly You had me caged up Like a bird in mid-summer You saw me waiting, I was crazy On fire, waiting to fly I can fly Your lies were hard kisses in the summer I was dreaming of a lake, dreaming of the water Where I'd rise like a phoenix Or at night from the fire I've got things to tell you, like ""I know that you're a liar' I had a dream that I was fine I wasn't crazy, I was divine I can fly You had me caged up Like a bird in mid-summer You saw me waiting, I was crazy On fire, waiting to fly I can fly Your words cut like a knife in butter I was fighting for my art Fighting with my lover, you had me so tied up Thinking there's no other Yeah, right Yeah, right I can fly You had me caged up Like a bird in mid-summer You saw me waiting, I was crazy On fire, waiting to fly I can fly</div>"
166,I Don't Wanna Go,https://www.vagalume.com.br/lana-del-rey/i-dont-wanna-go.html,"He don't like no small things, Even riding around on tall dreams. I don't want to go. He's a sweet baby, but it looks mean In his soft leather, in his blue jeans He got away, baby, he got away, oh, baby He got away with his words. They'd be like diamonds and pearls, They'd be like diamonds and pearls, He gives to his favorite girl. But I don't want to go, go home I don't want to go, go home Baby, tonight. Baby, tonight. He don't like no spotlight, Stands real quiet in the moonlight. He got away, oh, baby, he got away, oh, baby, He got away with those words. They'd be like diamonds and pearls, They'd be like diamonds and pearls, He gives to his favorite girl. I don't want to go, go home I don't want to go, go home Baby, tonight. Baby, tonight. Loving you isn't right, Black leather won't like the giving Loving you isn't right, It's original sin. I don't want to go, go home I don't want to go, go, home Baby, tonight. Baby, tonight. I feel like I can do anything, Like I can do anything, Like I can do anything my whole life. I feel like I can do anything, Like I can do anything, Like I can do anything tonight. Baby, tonight. Tonight.</div>"
167,I'm Indebited To You (May Jailer),https://www.vagalume.com.br/lana-del-rey/im-indebited-to-you-may-jailer.html,"What an unusual name you said What a spectacular letter You really seem like a prize, to me And you are so mysterious When you are notorious Oh what do you mean to me he said How do you know me so well? After only one night I, I, I, I had How do I love you, tell me Though in my mind I'm indebited to you, I'm indebted to you Always There's something he doesn't know about me A secret he doesn't show about A sensitive sign on his arm Oh my, ai, ai She got the skeletons dance when Some secrets he know she never tell People who keep her alone And she said, how did I know you so well Why am I not surprised? He said, baby go to hell and That will set demise of your love Don't ever pick up the man If you don't think he'll understand Don't ever trust yourself if you Have a history of being a loving fool So that's what she got when she married him A lifetime promise to carry him Him and his every second of need I do not know him so well Not more than one night Do you still love me, oh tell me With all of your might I'm indebited to you, in indebted to you My love</div>"
168,If You Lie Down With Me,https://www.vagalume.com.br/lana-del-rey/if-you-lie-down-with-me.html,"Put your red boots on, baby, giddy up Baby wants a dance, baby gets her way Dreamy nights, talk to me with that whiskey breath Twirl me twice, I'll treat you like a holiday And don't say you're over me When we both know that you ain't Don't say you're over me Babe, it's already too late Just do what you do best with me Dance me all around the room Spin me like a ballerina, super high Dance me all around the moon Light me up like the Fourth of July Once, twice, three times the guy I Ever thought I would meet, so Don't say you're over me When we both know that you lie If you lie down, lie next to me Lie, lie, lie, lie, lie, lie, lie, lie, lie If you lie down, lie next to me Lie, lie, lie, lie, lie, lie, lie, lie, lie When you lie down, lie next to me Get your jacket on, be a gentleman Get into your truck and pick me up at eight 'Cause we were built for the long haul freight train Burnt by fire without trial like a stowaway And don't say you're over me When they all know that you ain't If you lay down, lie next to me Dance me all around the room Spin me like a ballerina, super high Dance me all around the moon Like six times 'till I'm sick and I cry Once, twice, three times the guy I Ever thought I would meet, so Don't say you're over me When they all know that you're lying If you lie down, lie next to me Lie, lie, lie, lie, lie, lie, lie, lie, lie You lie, you lie If you lie down, lie next to me Lie, lie, lie, lie, lie, lie, lie, lie, lie You lie, you lie When you lie down, lie next to me</div>"
169,In My Feelings,https://www.vagalume.com.br/lana-del-rey/in-my-feelings.html,"I'm smoking while I'm runnin' on my treadmill But I'm coming up roses Could it be that I fell for another loser? I'm crying while I'm cummin' Making love while I'm making good money Sobbin' in my cup of coffee Because I fell for another loser Get that cigarette smoke out of my face You've been wasting my time While you're taking what's mine, with the things that you're doing Talk that talk, well now they all know your name And there's no coming back from the place that you came Baby, don't do it 'Cause you got me in my feelings (got me feeling so much right now) Talking in my sleep again (I'm making it something wrong) Drown out all our screaming (Got me feeling so crazy right now) Who's tougher than this bitch? Who's free-er than me? You wanna make the switch, be my guest, baby I'm feeling all my fucking feelings I'm smoking while I'm running This town and you better believe it honey I'm laughing as I'm taking my prisoners And taking down names I'm crying while I'm gunning In the smoke they can hear me coming If you were me, and I was you I'd get out of my way Get that cigarette smoke out of my face You've been wasting my time While you're taking what's mine While you know what you're doing Talk that talk, well, now they all know your name And there's no coming back from the place that you came Baby, don't do it 'Cause you got me in my feelings (got me feeling so much right now) Talking in my sleep again (I'm making it something wrong) Drown out all our screaming (Got me feeling so crazy right now) Who's tougher than this bitch? Who's free-er than me? You wanna make the switch, be my guest, baby I'm feeling all my fucking feelings Got me up in this place right now Making no sense at all Got me up in this place right now, against the wall Got me feeling so blue Making no sense at all Gotta leave right now 'Cause you got me in my feelings (got me feeling so much right now) Talking in my sleep again (I'm making it something wrong) Drown out all our screaming (Got me feeling so crazy right now) Who's tougher than this bitch? Who's free-er than me? You wanna make the switch, be my guest, baby I'm feeling all my fucking feelings</div>"
170,Interlude - The Trio,https://www.vagalume.com.br/lana-del-rey/interlude-the-trio.html,"[Instrumental]<img alt=""Instrumental"" class=""instrumental-icon"" src=""/img/etc/instrumental.png""/></div>"
171,Is It Wrong?,https://www.vagalume.com.br/lana-del-rey/is-it-wrong.html,"I guess it's symptomatic of a slight infatuation Stalking you has sorta become like my occupation Used to be a beauty queen with simple acquisitions Met my local rock star Now I'm having visions I fell for you You like me too Let's get it on check One, two I fell for you You want me too Let's get it on Is it wrong? Is it wrong? Making out with you While you're singing your song Is it wrong? Is it wrong? You're playing your guitar And it's turning me on You got you eyeliner, long hair Walking 'round like you don't care You got me in the back of your car Like a star Is it wrong? Is it wrong? If it's wrong I don't wanna be right I guess it's systematic in this kind of situation I need it, have to have it to take over domination Used to be so simple Never wanting, never wishing Now I'm hooked on fame And I'm a girl on a mission I fell for you It's all for you Let's get it on check One, two I fall for you It's all for you Let's get it on Is it wrong? Is it wrong? Making out with you While you're singing your song Is it wrong? Is it wrong? You're playing your guitar And it's turning me on You got you eyeliner, long hair Walking 'round like you don't care You got me in the back of your car Like a star Is it wrong? Is it wrong? If it's wrong I don't wanna be right The funny little thing about love Is that you're blind all the time And even when you think you've had enough You're wanting more, it isn't right but You can't stop You got you eyeliner, long hair Walking 'round like you don't care You got me in the back of your c-c-c-car You got you eyeliner, long hair Walking 'round like you don't care You got me in the back of your c-c-c-car Is it wrong? Is it wrong? If it's wrong I don't wanna be right</div>"
172,Is This Happiness,https://www.vagalume.com.br/lana-del-rey/is-this-happiness.html,"High up in the Hollywood Hills, taking violet pills Writing all of my songs about my cheap thrills You're a hard man To loving on A hard woman too to keep track of You like the rage, don't do that You want your way, you make me so mad Got your gun, I've got my dad Is this happiness? Is this happiness? Is this happiness? Is this happiness? High up in the Hollywood Hills, crushing violet pills You've been trying to write a novel about your cheap thrills You think you're Hunter S. Thompson I think you're fucking crazy as the day's long Man to man, heart to heart I love you but you drive me so far Wish you well on that star Is this happiness? Is this happiness? Is this happiness? Is this happiness? Witch Hazel, Witch Hazel Betrayal, betrayal One gun on the table Headshot if you?re able Is this happiness? Is this happiness? Is this happiness? Is this happiness?</div>"
173,Jealous Girl,https://www.vagalume.com.br/lana-del-rey/jealous-girl.html,"You say you own your own life well I do, too You wanna' lead me all night well I'll show you C'mon girls march it out Show him what you're all about it Whoopin' the house down, show him who's the leader Bring ya' baby down, down Go cheerleaders Baby, I'm a gangsta too And it takes two to tango You don't wanna' dance with me, dance with me Honey, I'm in love with you If you don't feel the same, boy You don't wanna' mess with me, mess with me [Why' cause I'm a] Jealous, jealous, jealous girl If I can't have you baby, if I can't have you baby Jealous, jealous, jealous girl If I can't have you baby No one else in this world can You say you got your own life; good for you You got more important things to do C'mon girls, say it loud, Tell him that it's over now Whoop! You're not off the hook, ya' deceiver I know whatcha' done done, sing cheerleaders Baby, I'm a gangsta too And it takes two to tango You don't wanna' dance with me, dance with me Honey, I'm in love with you If you don't feel the same, boy You don't wanna' mess with me, mess with me [Why 'cause I'm a] Jealous, jealous, jealous girl If I can't have you baby, if I can't have you baby Jealous, jealous, jealous girl If I can't have you baby No one else in this world can BE AGGRESSIVE B-E AGGRESSIVE I said, BE AGGRESSIVE B-E AGGRESSIVE B-E A-G-G-R-E-S-S-I-V-E Whoopin' the house down, show him who's the leader Bring ya' baby down, down Go cheerleader Think you should be my man No one's better than I am C'mon give it to me, bam If I can't have you baby No one else in this world can Baby, I'm a gangsta too And it takes two to tango You don't wanna' dance with me, dance with me Honey, I'm in love with you If you don't feel the same, boy You don't wanna' mess with me, mess with me [Why 'cause I'm a] Jealous, jealous, jealous girl If I can't have you baby, if I can't have you baby Jealous, jealous, jealous girl If I can't have you, baby No one else in this world can I'm a jealous, jealous, jealous girl If I can't have you baby, if I can't have you, baby Jealous, jealous, jealous girl If I can't have you, baby No one else in this world can</div>"
174,JFK,https://www.vagalume.com.br/lana-del-rey/jkf.html,"He smells like a million roses bathed in rock' n roll Ours was the greatest love story ever told Throat like an angel with a voice that was made of gold That's my baby He was the king of the town with a crown that would never fall A heart that would beat like a bass for his baby doll One in a million, inimitable song That's my baby Young or old, somehow we're called Young or old, somehow we're called You've got a way like JFK When you pull it the way that you move it Spins me around like a record, baby And you've got a soul like no one I know You're so erotic? the way you see through that shit Breaks my heart and it drives me crazy He was the king of the town with a crown that would never fall A heart like a bass that would beat for his baby doll Mind like a diamond, an inimitable song That's my baby Young or old, somehow we're called Young or old, somehow we're called You've got a way like JFK When you pull it the way that you move it Spins me around like a record, baby And you've got a soul like no one I know You're so erotic? the way you see through that shit Breaks my heart and it drives me crazy It drives me crazy? You've got it and I want it Wild summer nights in July, funny In my life you can always come home To the one who gave you your name 'Cause I see a light in your eyes It's so bright and the skies, they open wide for you So come to me, my baby You've got a way like JFK When you pull it the way that you move it Spins me around like a record, baby And you've got a soul like no one I know You're so erotic? the way you see through that shit Breaks my heart and it drives me crazy It drives me crazy? It drives me crazy? Crazy?</div>"
175,Jimmy Necco (demo),https://www.vagalume.com.br/lana-del-rey/jimmy-necco-demo.html,"I say hey, Jimmy Necco I like the way your name echoe You are so fine I say hey, Jimmy Necco Do you wanna help me let go Of my dark mind? If you want it, it's yours It's free, it's free, but of course You're my sunshine I say, Jay, you're the boss Without you I'm lost You're my sunshine I say hey, Jimmy Necco You are on another level You are so fine I say, hey Jimmy, let's go I've been in love since I met you You are all mine If you want it, it's yours It's free, it's free, but of course Take a high I say, Jay, you're the boss Without you I'm lost You're my sunshine Jimmy, Jimmy, Jimmy Take me to the park Buy me a hot dog Kiss me in the dark Jimmy, Jimmy, Jimmy Take me to the park Buy me cotton candy Kiss me in the dark I say hey, Jimmy Necco Hey, I like your heavy metal Do you like my mine? I say hey, Jimmy Necco You are smashing from the from the gecko This is your time Jimmy, Jimmy, Jimmy Take me to the park Buy pink cotton candy Kiss me in the dark Jimmy, Jimmy, Jimmy Take me to the park Buy me something pretty Kiss me in the dark Jimmy Necco, Jimmy Necco, Jimmy Necco You are so fine</div>"
